normalised_url,classifications,source_zips,match_kind,in_current_sitemap,route_family,locale,http_status,validation_status,last_crawl_export,syncing_heuristic
https://goalcurrent.live/ar/premier-league/match/1557589,Indexed (valid examples),goalcurrent.live-Coverage-Valid-2026-07-22.zip,absent_from_current_sitemap,False,static,ar,,,2026-07-04,
https://goalcurrent.live/ar/premier-league/match/1557590,Indexed (valid examples),goalcurrent.live-Coverage-Valid-2026-07-22.zip,absent_from_current_sitemap,False,static,ar,,,2026-07-04,
https://goalcurrent.live/ar/premier-league/match/1557591,Indexed (valid examples),goalcurrent.live-Coverage-Valid-2026-07-22.zip,absent_from_current_sitemap,False,static,ar,,,2026-07-04,
https://goalcurrent.live/ar/premier-league/match/1557592,Indexed (valid examples),goalcurrent.live-Coverage-Valid-2026-07-22.zip,absent_from_current_sitemap,False,static,ar,,,2026-07-09,
https://goalcurrent.live/ar/premier-league/match/1557593,Indexed (valid examples),goalcurrent.live-Coverage-Valid-2026-07-22.zip,absent_from_current_sitemap,False,static,ar,,,2026-07-04,
https://goalcurrent.live/ar/premier-league/match/1557603,Indexed (valid examples),goalcurrent.live-Coverage-Valid-2026-07-22.zip,absent_from_current_sitemap,False,static,ar,,,2026-07-08,
https://goalcurrent.live/ar/premier-league/match/1557606,Indexed (valid examples),goalcurrent.live-Coverage-Valid-2026-07-22.zip,absent_from_current_sitemap,False,static,ar,,,2026-07-04,
https://goalcurrent.live/ar/premier-league/match/1557611,Indexed (valid examples),goalcurrent.live-Coverage-Valid-2026-07-22.zip,absent_from_current_sitemap,False,static,ar,,,2026-07-04,
https://goalcurrent.live/ar/premier-league/match/1557614,Indexed (valid examples),goalcurrent.live-Coverage-Valid-2026-07-22.zip,absent_from_current_sitemap,False,static,ar,,,2026-07-04,
https://goalcurrent.live/ar/premier-league/match/1557618,Indexed (valid examples),goalcurrent.live-Coverage-Valid-2026-07-22.zip,absent_from_current_sitemap,False,static,ar,,,2026-07-04,
https://goalcurrent.live/ar/premier-league/match/1557638,Indexed (valid examples),goalcurrent.live-Coverage-Valid-2026-07-22.zip,absent_from_current_sitemap,False,static,ar,,,2026-07-03,
https://goalcurrent.live/ar/premier-league/match/1557639,Indexed (valid examples),goalcurrent.live-Coverage-Valid-2026-07-22.zip,absent_from_current_sitemap,False,static,ar,,,2026-07-04,
